   Time(s)         P1         P2         P3         P4         P5        JSD
    0.3356     0.0000     0.6931     0.0000     0.3183     0.0046     0.0101 
    0.3359     0.0000     0.6931     0.0000     0.4127     0.0047     0.0102 
    0.3362     0.0000     0.6931     0.0000     0.4127     0.0047     0.0102 
    0.3365     0.0000     0.3804     0.0000     0.2744     0.0052     0.0093 
    0.3369     0.0000     0.6931     0.0000     0.3749     0.0047     0.0102 
    0.3372     0.0000     0.2158     0.0000     0.3466     0.0052     0.0088 
    0.3375     0.0000     0.4545     0.0000     0.2158     0.0047     0.0088 
    0.3378     0.0000     0.3466     0.0000     0.3466     0.0044     0.0085 
    0.3382     0.0000     0.2158     0.0000     0.3466     0.0046     0.0082 
    0.3385     0.0000     0.6931     0.0000     0.3403     0.0045     0.0100 
    0.3388     0.0000     0.6931     0.0000     0.2744     0.0047     0.0102 
    0.3391     0.0000     0.6931     0.0000     0.2744     0.0045     0.0100 
    0.3395     0.6931     0.3183     0.0000     0.3183     0.0046     0.0101 
    0.3398     0.0000     0.3804     0.0000     0.3183     0.0046     0.0101 
    0.3401     0.0000     0.6931     0.0000     0.4127     0.0046     0.0101 
    0.3404     0.0000     0.6931     0.0000     0.2744     0.0046     0.0101 
    0.3408     0.0000     0.6931     0.0000     0.3749     0.0044     0.0099 
    0.3411     0.0000     0.3804     0.0000     0.3183     0.0044     0.0099 
    0.3414     0.0000     0.6931     0.0000     0.3403     0.0047     0.0102 
    0.3417     0.0000     0.6931     0.0000     0.2744     0.0045     0.0100 
    0.3421     0.0000     0.6931     0.0000     0.3840     0.0047     0.0102 
    0.3424     0.0000     0.3804     0.0000     0.2744     0.0045     0.0086 
    0.3427     0.0000     0.6931     0.0000     0.2744     0.0047     0.0102 
    0.3430     0.0000     0.6931     0.0000     0.2294     0.0044     0.0085 
    0.3434     0.0000     0.6931     0.0000     0.2948     0.0052     0.0107 
    0.3437     0.0000     0.6931     0.0000     0.3403     0.0052     0.0107 
    0.3440     0.0000     0.6931     0.0000     0.3749     0.0044     0.0099 
    0.3443     0.0000     0.0000     0.0000     0.1879     0.0045     0.0066 
    0.3447     0.0000     0.2158     0.0000     0.3566     0.0045     0.0087 
    0.3450     0.0000     0.6931     0.0000     0.4405     0.0045     0.0107 
    0.3453     0.0000     0.6931     0.0000     0.3840     0.0046     0.0101 
    0.3456     0.0000     0.6931     0.0000     0.4159     0.0045     0.0107 
    0.3460     0.0000     0.3466     0.0000     0.3466     0.0052     0.0093 
    0.3463     0.0000     0.6931     0.0000     0.3403     0.0052     0.0107 
    0.3466     0.0000     0.2158     0.0000     0.3840     0.0046     0.0087 
    0.3469     0.0000     0.6931     0.0000     0.2773     0.0045     0.0093 
    0.3473     0.0000     0.6931     0.0000     0.3840     0.0047     0.0102 
    0.3476     0.0000     0.6931     0.0000     0.3840     0.0045     0.0100 
    0.3479     0.0000     0.6931     0.0000     0.2773     0.0045     0.0093 
    0.3482     0.0000     0.6931     0.0000     0.3840     0.0052     0.0107 
    0.3486     0.0000     0.6931     0.0000     0.2948     0.0046     0.0101 
    0.3489     0.0000     0.6931     0.0000     0.2725     0.0045     0.0093 
    0.3492     0.0000     0.6931     0.0000     0.3840     0.0045     0.0107 
    0.3495     0.0000     0.6931     0.0000     0.4159     0.0045     0.0107 
    0.3499     0.0000     0.6931     0.0000     0.1733     0.0045     0.0093 
    0.3502     0.0000     0.6931     0.0000     0.3466     0.0047     0.0102 
    0.3505     0.0000     0.6931     0.0000     0.4127     0.0045     0.0100 
    0.3508     0.0000     0.6931     0.0000     0.3840     0.0045     0.0107 
    0.3512     0.0000     0.6931     0.0000     0.3466     0.0046     0.0101 
    0.3515     0.0000     0.6931     0.0000     0.1386     0.0045     0.0079 
    0.3518     0.0000     0.6931     0.0000     0.3840     0.0046     0.0101 
    0.3521     0.0000     0.6931     0.0000     0.3840     0.0045     0.0100 
    0.3525     0.0000     0.6931     0.0000     0.3840     0.0052     0.0107 
    0.3528     0.0000     0.6931     0.0000     0.4159     0.0042     0.0097 
    0.3531     0.0000     0.6931     0.0000     0.4159     0.0046     0.0101 
    0.3534     0.0000     0.0000     0.0000     0.4159     0.0046     0.0087 
    0.3538     0.0000     0.6931     0.0000     0.3403     0.0044     0.0099 
    0.3541     0.0000     0.1323     0.0000     0.3749     0.0052     0.0107 
    0.3544     0.0000     0.6931     0.0000     0.3749     0.0046     0.0101 
    0.3547     0.0000     0.6931     0.0000     0.1639     0.0042     0.0083 
    0.3551     0.0000     0.2158     0.0000     0.4127     0.0044     0.0099 
    0.3554     0.0000     0.6931     0.0000     0.4405     0.0047     0.0102 
    0.3557     0.0000     0.6931     0.0000     0.4405     0.0052     0.0107 
    0.3560     0.0000     0.6931     0.0000     0.4405     0.0046     0.0101 
    0.3564     0.0000     0.6931     0.0000     0.2725     0.0045     0.0086 
    0.3567     0.0000     0.6931     0.0000     0.4405     0.0046     0.0101 
    0.3570     0.0000     0.6931     0.0000     0.3840     0.0052     0.0107 
    0.3573     0.0000     0.6931     0.0000     0.2773     0.0047     0.0088 
    0.3577     0.0000     0.6931     0.0000     0.3840     0.0045     0.0100 
    0.3580     0.0000     0.6931     0.0000     0.3403     0.0045     0.0100 
    0.3583     0.0000     0.6931     0.0000     0.3142     0.0045     0.0093 
    0.3586     0.0000     0.6931     0.0000     0.3142     0.0045     0.0093 
    0.3590     0.0000     0.6931     0.0000     0.1639     0.0046     0.0088 
    0.3593     0.0000     0.3466     0.0000     0.3142     0.0045     0.0087 
    0.3596     0.0000     0.6931     0.0000     0.2773     0.0045     0.0093 
    0.3599     0.0000     0.6931     0.0000     0.3403     0.0045     0.0100 
    0.3603     0.0000     0.3466     0.0000     0.3466     0.0052     0.0093 
    0.3606     0.0000     0.6931     0.0000     0.3840     0.0046     0.0101 
    0.3609     0.0000     0.6931     0.0000     0.1639     0.0052     0.0093 
    0.3612     0.0000     0.6931     0.0000     0.4127     0.0052     0.0107 
    0.3616     0.0000     0.6931     0.0000     0.4159     0.0052     0.0107 
    0.3619     0.0000     0.3183     0.0000     0.3749     0.0047     0.0102 
    0.3622     0.0000     0.0000     0.0000     0.2773     0.0052     0.0079 
    0.3625     0.0000     0.6931     0.0000     0.3840     0.0046     0.0101 
    0.3629     0.0000     0.6931     0.0000     0.4127     0.0046     0.0101 
    0.3632     0.0000     0.6931     0.0000     0.3142     0.0047     0.0088 
    0.3635     0.0000     0.6931     0.0000     0.4127     0.0046     0.0101 
    0.3638     0.0000     0.6931     0.0000     0.3749     0.0047     0.0102 
    0.3642     0.0000     0.6931     0.0000     0.3142     0.0047     0.0088 
    0.3645     0.0000     0.2158     0.0000     0.4127     0.0047     0.0102 
    0.3648     0.0000     0.6931     0.0000     0.3840     0.0047     0.0102 
    0.3651     0.0000     0.6931     0.0000     0.3749     0.0047     0.0102 
    0.3655     0.0000     0.6931     0.0000     0.3840     0.0047     0.0102 
    0.3658     0.0000     0.6931     0.0000     0.4159     0.0047     0.0102 
    0.3661     0.0000     0.6931     0.0000     0.3142     0.0047     0.0088 
    0.3664     0.0000     0.6931     0.0000     0.3403     0.0047     0.0102 
    0.3668     0.0000     0.6931     0.0000     0.3183     0.0044     0.0092 
    0.3671     0.0000     0.2948     0.0000     0.0956     0.0047     0.0069 
    0.3674     0.0000     0.6931     0.0000     0.3183     0.0054     0.0102 
    0.3677     0.0000     0.6931     0.0000     0.3183     0.0044     0.0092 
    0.3681     0.0000     0.6931     0.0000     0.4159     0.0047     0.0102 
    0.3684     0.0000     0.6931     0.0000     0.4159     0.0047     0.0095 
    0.3687     0.0000     0.6931     0.0000     0.3840     0.0047     0.0102 
    0.3690     0.0000     0.3183     0.0000     0.3183     0.0054     0.0102 
    0.3694     0.0000     0.6931     0.0000     0.4159     0.0050     0.0098 
    0.3697     0.0000     0.6931     0.0000     0.3142     0.0047     0.0088 
    0.3700     0.0000     0.0000     0.0000     0.4621     0.0047     0.0102 
    0.3703     0.0000     0.0000     0.0000     0.4405     0.0048     0.0096 
    0.3707     0.0000     0.0000     0.0000     0.4159     0.0047     0.0088 
    0.3710     0.0000     0.6931     0.0000     0.3840     0.0047     0.0095 
    0.3713     0.0000     0.3466     0.0000     0.2948     0.0054     0.0088 
    0.3716     0.0000     0.6931     0.0000     0.3466     0.0044     0.0092 
    0.3719     0.0000     0.6931     0.0000     0.2948     0.0048     0.0096 
    0.3723     0.0000     0.6931     0.0000     0.2744     0.0054     0.0102 
    0.3726     0.0000     0.6931     0.0000     0.3840     0.0054     0.0102 
    0.3729     0.0000     0.6931     0.0000     0.4159     0.0054     0.0102 
    0.3732     0.0000     0.6931     0.0000     0.3840     0.0050     0.0098 
    0.3736     0.0000     0.6931     0.0000     0.2773     0.0048     0.0082 
    0.3739     0.0000     0.6931     0.0000     0.2294     0.0048     0.0082 
    0.3742     0.0000     0.6931     0.0000     0.4127     0.0054     0.0102 
    0.3745     0.0000     0.6931     0.0000     0.3216     0.0047     0.0096 
    0.3749     0.0000     0.6931     0.0000     0.3403     0.0054     0.0102 
    0.3752     0.0000     0.6931     0.0000     0.3183     0.0054     0.0102 
    0.3755     0.0000     0.0000     0.0000     0.4405     0.0048     0.0096 
    0.3758     0.0000     0.6931     0.0000     0.2294     0.0047     0.0081 
    0.3762     0.0000     0.0000     0.0000     0.4127     0.0054     0.0102 
    0.3765     0.0000     0.6931     0.0000     0.2948     0.0054     0.0102 
    0.3768     0.0000     0.6931     0.0000     0.3142     0.0047     0.0088 
    0.3771     0.0000     0.6931     0.0000     0.3840     0.0054     0.0102 
    0.3775     0.0000     0.6931     0.0000     0.4127     0.0048     0.0096 
    0.3778     0.0000     0.6931     0.0000     0.2948     0.0049     0.0097 
    0.3781     0.0000     0.6931     0.0000     0.3403     0.0054     0.0102 
    0.3784     0.0000     0.6931     0.0000     0.3403     0.0054     0.0102 
    0.3788     0.0000     0.6931     0.0000     0.3466     0.0054     0.0102 
    0.3791     0.0000     0.6931     0.0000     0.3840     0.0054     0.0102 
    0.3794     0.0000     0.6931     0.0000     0.3403     0.0048     0.0096 
    0.3797     0.0000     0.6931     0.0000     0.2158     0.0054     0.0102 
    0.3801     0.0000     0.2158     0.0000     0.3403     0.0048     0.0082 
    0.3804     0.0000     0.6931     0.0000     0.2744     0.0047     0.0095 
    0.3807     0.0000     0.6931     0.0000     0.1639     0.0047     0.0088 
    0.3810     0.0000     0.6931     0.0000     0.2948     0.0054     0.0102 
    0.3814     0.0000     0.6931     0.0000     0.2744     0.0047     0.0095 
    0.3817     0.0000     0.6931     0.0000     0.2744     0.0048     0.0096 
    0.3820     0.0000     0.6931     0.0000     0.2158     0.0047     0.0095 
    0.3823     0.0000     0.6931     0.0000     0.3183     0.0044     0.0092 
    0.3827     0.0000     0.6931     0.0000     0.2948     0.0047     0.0095 
    0.3830     0.0000     0.6931     0.0000     0.3466     0.0049     0.0097 
    0.3833     0.0000     0.6931     0.0000     0.2744     0.0050     0.0098 
    0.3836     0.0000     0.6931     0.0000     0.1639     0.0049     0.0083 
    0.3840     0.0000     0.6931     0.0000     0.2158     0.0054     0.0088 
    0.3843     0.0000     0.6931     0.0000     0.3588     0.0047     0.0096 
    0.3846     0.0000     0.6931     0.0000     0.4405     0.0047     0.0102 
    0.3849     0.0000     0.6931     0.0000     0.3749     0.0048     0.0096 
    0.3853     0.0000     0.6931     0.0000     0.2948     0.0054     0.0102 
    0.3856     0.0000     0.0000     0.0000     0.4159     0.0047     0.0088 
    0.3859     0.0000     0.6931     0.0000     0.3183     0.0049     0.0097 
    0.3862     0.0000     0.6931     0.0000     0.2948     0.0050     0.0098 
    0.3866     0.0000     0.2158     0.0000     0.3403     0.0054     0.0088 
    0.3869     0.0000     0.6931     0.0000     0.3840     0.0047     0.0096 
    0.3872     0.0000     0.6931     0.0000     0.3466     0.0054     0.0102 
    0.3875     0.0000     0.6931     0.0000     0.1746     0.0054     0.0083 
    0.3879     0.0000     0.6931     0.0000     0.3466     0.0049     0.0097 
    0.3882     0.0000     0.6931     0.0000     0.2744     0.0047     0.0095 
    0.3885     0.0000     0.6931     0.0000     0.2744     0.0046     0.0094 
    0.3888     0.0000     0.6931     0.0000     0.2744     0.0047     0.0095 
    0.3892     0.0000     0.2158     0.0000     0.3466     0.0047     0.0081 
    0.3895     0.0000     0.6931     0.0000     0.3840     0.0054     0.0102 
    0.3898     0.0000     0.6931     0.0000     0.2744     0.0054     0.0102 
    0.3901     0.0000     0.3466     0.0000     0.1733     0.0047     0.0075 
    0.3905     0.0000     0.6931     0.0000     0.2948     0.0044     0.0092 
    0.3908     0.0000     0.2158     0.0000     0.3840     0.0047     0.0088 
    0.3911     0.0000     0.6931     0.0000     0.2948     0.0054     0.0102 
    0.3914     0.0000     0.6931     0.0000     0.4159     0.0047     0.0102 
    0.3918     0.0000     0.6931     0.0000     0.3840     0.0046     0.0094 
    0.3921     0.0000     0.6931     0.0000     0.4127     0.0048     0.0096 
    0.3924     0.0000     0.6931     0.0000     0.3840     0.0054     0.0102 
    0.3927     0.0000     0.6931     0.0000     0.2948     0.0049     0.0097 
    0.3931     0.0000     0.6931     0.0000     0.3840     0.0054     0.0102 
    0.3934     0.0000     0.6931     0.0000     0.2158     0.0054     0.0088 
    0.3937     0.0000     0.4127     0.0000     0.2158     0.0054     0.0088 
    0.3940     0.0000     0.0144     0.0000     0.2158     0.0054     0.0069 
    0.3944     0.0000     0.6931     0.0000     0.2744     0.0048     0.0096 
    0.3947     0.0000     0.4127     0.0000     0.2158     0.0049     0.0083 
    0.3950     0.0000     0.6931     0.0000     0.3183     0.0050     0.0098 
    0.3953     0.0000     0.3466     0.0000     0.2948     0.0049     0.0083 
    0.3957     0.0000     0.6931     0.0000     0.3403     0.0054     0.0102 
    0.3960     0.0000     0.6931     0.0000     0.2294     0.0047     0.0088 
    0.3963     0.0000     0.6931     0.0000     0.3749     0.0049     0.0097 
    0.3966     0.0000     0.6931     0.0000     0.2744     0.0050     0.0098 
    0.3970     0.0000     0.6931     0.0000     0.1733     0.0047     0.0088 
    0.3973     0.0000     0.6931     0.0000     0.3466     0.0047     0.0102 
    0.3976     0.0000     0.6931     0.0000     0.4159     0.0047     0.0102 
    0.3979     0.0000     0.6931     0.0000     0.2948     0.0047     0.0095 
    0.3983     0.0000     0.4127     0.0000     0.2158     0.0049     0.0083 
    0.3986     0.6931     0.6931     0.0000     0.3840     0.0048     0.0096 
    0.3989     0.0000     0.6931     0.0000     0.3466     0.0047     0.0102 
    0.3992     0.0000     0.6931     0.0000     0.2948     0.0048     0.0096 
    0.3996     0.0000     0.6931     0.0000     0.1733     0.0047     0.0088 
    0.3999     0.0000     0.6931     0.0000     0.4159     0.0047     0.0102 
    0.4002     0.0000     0.6931     0.0000     0.3840     0.0044     0.0092 
